conv_id,date,transcript,num_msgs,email_usuario,preguntas_usuario,resumen,subsidio_recomendado,rsh,con_quien_postula,edad,tiene_propiedad,tiene_subsidio_habitacional,nacionalidad,ingresos,ahorro
CONV-11880,2025-03-27,Ab ullam impedit saepe veritatis.,11,maria.velasquez.demo5178@gmail.com,"[""laborum"", ""maiores""]",Doloribus illo asperiores adipisci ab.,DS49,80%,Familia,27,No,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-11881,2026-01-07,Magnam illum optio saepe. A voluptatum distinctio quidem.,20,pamela.reyes.demo50436@gmail.com,"[""fugit""]",Pariatur perferendis labore officia harum minus natus eaque.,DS19,40%,Solo,67,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-11882,2025-02-13,Praesentium illum sit laboriosam unde.,4,linda.escalona.demo8694@outlook.com,"[""quasi"", ""quo"", ""autem""]",Officia cumque esse odit labore modi.,Ninguno,60%,Cónyuge,48,No,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11883,2026-01-05,Dicta ipsa cumque quidem. Quam quisquam voluptatibus velit tenetur sapiente error.,19,linda.escalona.demo8694@outlook.com,"[""itaque"", ""repudiandae"", ""veritatis""]",Consequuntur ea veniam quam commodi vel.,DS19,40%,Otros,40,No,No,Chilena,Más de $1.200.000,$2.000.000
CONV-11884,2024-08-17,Numquam delectus dicta facere fugit similique.,3,linda.escalona.demo8694@outlook.com,"[""repellendus"", ""nulla"", ""maiores""]",A at consequatur quis aut harum quod.,DS49,40%,Familia,60,Sí,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11885,2026-03-12,Beatae blanditiis quisquam illo cumque magni dolorem.,21,israel.contreras.demo13400@yahoo.com,"[""vitae""]",Labore voluptas ex non.,DS19,60%,Solo,23,No,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11886,2024-10-23,Iure nihil corporis dolore. Quo minus nihil.,13,israel.contreras.demo13400@yahoo.com,"[""libero""]",Quasi numquam assumenda recusandae hic.,DS49,60%,Cónyuge,39,Sí,No,Chilena,Más de $1.200.000,$500.000
CONV-11887,2024-12-06,Hic fuga delectus dolore. Voluptatem omnis autem.,14,israel.contreras.demo13400@yahoo.com,"[""nemo"", ""incidunt"", ""quam"", ""excepturi""]",Quod sed repudiandae eos cumque placeat.,DS49,80%,Solo,22,No,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11888,2026-01-04,Cupiditate optio repudiandae earum.,8,antonio.rodriguez.demo51194@hotmail.com,"[""recusandae"", ""aperiam"", ""eos""]",Esse est aspernatur incidunt minus ut autem.,DS49,No registra,Familia,61,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11889,2024-07-24,Ullam neque eius totam.,15,daniela.castillo.demo34922@yahoo.com,"[""id"", ""harum""]",Illum nulla cum iste quas blanditiis.,DS1,80%,Solo,52,No,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11890,2026-02-11,Molestiae velit vitae consequatur doloribus.,6,daniela.castillo.demo34922@yahoo.com,"[""cumque"", ""omnis"", ""quae"", ""suscipit""]",Iusto quasi quisquam corrupti facere nostrum ex.,Pendiente evaluación,No registra,Solo,69,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11891,2024-09-07,Omnis tenetur iure ea deserunt veritatis.,23,trinidad.bahamondes.demo40483@gmail.com,"[""magni"", ""facilis""]",Eaque autem veniam non quod esse omnis.,Pendiente evaluación,40%,Solo,24,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11892,2024-06-01,Necessitatibus fugit aspernatur facilis ducimus accusantium.,23,trinidad.bahamondes.demo40483@gmail.com,"[""officiis"", ""voluptate"", ""aspernatur""]",Labore officiis ipsam non.,DS49,40%,Solo,23,No,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11893,2025-12-17,At facere ipsa facilis aspernatur ipsa qui saepe.,4,elias.belmar.demo22601@outlook.com,"[""temporibus""]",Ab possimus error quis aliquam modi.,Ninguno,60%,Cónyuge,29,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11894,2025-03-10,Eaque magni veniam magni.,21,katherinne.plaza.demo32536@outlook.com,"[""quibusdam"", ""laudantium""]",Illo veritatis esse possimus nam.,Ninguno,80%,Solo,34,Sí,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11895,2025-02-21,Tempore officiis animi. Enim facilis cumque aliquid maxime.,20,katherinne.plaza.demo32536@outlook.com,"[""optio"", ""possimus""]",Explicabo ipsum porro porro.,Pendiente evaluación,60%,Otros,61,Sí,Sí,Chilena,$600.001 - $900.000,$1.000.000
CONV-11896,2025-11-08,In at iste ut corporis culpa natus. Cum debitis quibusdam.,15,romina.lorca.demo49503@hotmail.com,"[""aperiam"", ""hic"", ""illo"", ""tenetur""]",Inventore laboriosam autem iure aliquid doloribus eum accusantium.,Pendiente evaluación,60%,Solo,33,Sí,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11897,2025-02-17,Accusamus eos sit harum.,9,aldo.alarcon.demo26576@gmail.com,"[""veritatis"", ""aliquam"", ""excepturi"", ""distinctio""]",Autem deserunt at exercitationem alias in debitis hic.,Pendiente evaluación,40%,Otros,68,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11898,2024-08-07,Velit natus molestiae officiis. Tenetur pariatur atque saepe culpa quia.,7,aldo.alarcon.demo26576@gmail.com,"[""non"", ""eveniet""]",Quidem voluptate nemo totam odit adipisci aperiam.,DS1,60%,Solo,37,No,No,Chilena,$600.001 - $900.000,$500.000
CONV-11899,2026-05-17,Ducimus labore exercitationem quidem voluptas ea voluptas officia.,25,aldo.alarcon.demo26576@gmail.com,"[""iure"", ""consequatur"", ""placeat"", ""enim""]",Eveniet asperiores optio earum voluptatum doloribus cumque veniam.,Pendiente evaluación,No registra,Familia,39,Sí,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11900,2026-02-24,Molestiae vitae minus quisquam velit labore. Nesciunt error similique reprehenderit.,3,elcira.gomez.demo34118@hotmail.com,"[""tempora""]",Numquam officia corrupti nisi similique tempore cum ipsam.,DS49,40%,Cónyuge,60,No,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11901,2024-09-03,Doloremque vitae minima. Eos voluptatibus nostrum corrupti suscipit iste voluptatibus.,16,elcira.gomez.demo34118@hotmail.com,"[""qui""]",Cumque est nesciunt quos dolorem.,DS1,No registra,Otros,29,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11902,2024-11-21,Neque incidunt repellat corrupti unde iste est ab.,12,elcira.gomez.demo34118@hotmail.com,"[""nostrum"", ""in""]",Dignissimos odio quos deserunt impedit sint.,Pendiente evaluación,No registra,Solo,21,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11903,2025-07-19,Veniam nisi qui cumque reprehenderit eaque laborum.,21,marcia.parra.demo24730@outlook.com,"[""quo"", ""debitis"", ""ad""]",Non error aliquam ad doloribus eos amet.,DS1,80%,Cónyuge,32,Sí,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-11904,2025-09-13,Officia harum a delectus esse expedita. Quae perferendis quibusdam aliquid odit pariatur.,25,marcia.parra.demo24730@outlook.com,"[""repellendus"", ""et""]",Voluptates accusantium error mollitia perferendis repellat rerum eum.,DS1,40%,Otros,37,Sí,Sí,Peruana,Más de $1.200.000,$500.000
CONV-11905,2025-02-02,Incidunt ratione sed temporibus hic molestiae vitae.,18,francisco.lorca.demo33918@hotmail.com,"[""provident""]",Officia blanditiis libero cum.,DS49,40%,Familia,23,No,Sí,Chilena,$400.000 - $600.000,$500.000
CONV-11906,2026-01-27,Explicabo iusto quibusdam.,19,francisco.lorca.demo33918@hotmail.com,"[""similique"", ""ea""]",Dolorem tempore rerum incidunt.,DS1,80%,Cónyuge,69,No,Sí,Colombiana,$600.001 - $900.000,$500.000
CONV-11907,2025-06-14,Blanditiis asperiores odio minus.,23,rodrigo.torres.demo40563@gmail.com,"[""facere"", ""fugit""]",Deleniti id assumenda minima ducimus.,Ninguno,No registra,Familia,21,Sí,Sí,Venezolana,$600.001 - $900.000,$500.000
CONV-11908,2025-06-11,Perspiciatis architecto ea at repudiandae animi. Dolores alias porro ipsam.,13,rodrigo.torres.demo40563@gmail.com,"[""eum""]",Eligendi placeat cumque magni dolores iusto ad.,DS49,No registra,Solo,38,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11909,2025-09-05,Amet voluptatem harum natus maxime. Ullam eum expedita.,7,aladino.vasquez.demo2734@hotmail.com,"[""nihil"", ""vel"", ""vero"", ""odio""]",In nam laborum accusamus.,DS19,80%,Otros,66,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11910,2025-06-17,Eum tempore asperiores non.,18,aladino.vasquez.demo2734@hotmail.com,"[""consectetur"", ""sunt"", ""illo""]",Explicabo vero harum laborum vero pariatur a fuga.,DS49,80%,Cónyuge,22,Sí,Sí,Colombiana,$900.001 - $1.200.000,$2.000.000
CONV-11911,2024-11-05,Consequuntur et voluptatibus cumque. Id voluptate culpa aliquam officia.,6,francis.parra.demo31347@yahoo.com,"[""ullam""]",Suscipit ipsam labore blanditiis.,Pendiente evaluación,60%,Familia,36,No,Sí,Venezolana,$900.001 - $1.200.000,$500.000
CONV-11912,2026-05-11,Harum commodi mollitia incidunt labore.,19,alejandro.toro.demo10509@yahoo.com,"[""voluptatem"", ""perspiciatis"", ""consequuntur"", ""possimus""]",Ad quo laudantium.,Pendiente evaluación,40%,Cónyuge,68,No,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-11913,2024-07-30,Eius hic laudantium ab voluptatum delectus.,16,alejandro.toro.demo10509@yahoo.com,"[""non""]",Quia non dicta recusandae.,Ninguno,40%,Solo,62,Sí,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-11914,2026-04-04,Dolorem dolor vel minima nulla. Assumenda sapiente voluptate perspiciatis dolorem.,17,alejandro.toro.demo10509@yahoo.com,"[""officia"", ""incidunt"", ""voluptatem"", ""molestiae""]",Nemo dolorem illum dolorum saepe consequuntur necessitatibus.,DS19,No registra,Cónyuge,48,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11915,2026-01-26,Cupiditate perspiciatis esse officiis nihil.,3,paulette.fuentes.demo49276@outlook.com,"[""dolorum"", ""quisquam"", ""excepturi""]",Nesciunt similique recusandae eveniet.,Pendiente evaluación,40%,Familia,52,No,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11916,2024-12-03,Quo ducimus optio perferendis a non.,17,amanda.cid.demo31535@hotmail.com,"[""suscipit"", ""deserunt"", ""autem""]",Placeat voluptas et est a aliquid.,DS19,No registra,Solo,61,Sí,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11917,2025-04-09,Autem unde ab. Fugit suscipit culpa modi quos alias.,9,amanda.cid.demo31535@hotmail.com,"[""beatae""]",Nulla unde vitae nam necessitatibus harum aliquam.,DS49,40%,Cónyuge,32,No,Sí,Chilena,$400.000 - $600.000,$500.000
CONV-11918,2025-11-09,Dignissimos quia dolorum.,12,amanda.cid.demo31535@hotmail.com,"[""temporibus""]",Provident reiciendis quas possimus adipisci.,DS49,No registra,Otros,46,Sí,Sí,Chilena,$400.000 - $600.000,$500.000
CONV-11919,2026-04-29,Dignissimos reiciendis vel reprehenderit facere aliquid eos. Maxime ducimus fugiat itaque.,25,rene.medina.demo1980@gmail.com,"[""perferendis"", ""earum"", ""corporis""]",Commodi ullam atque maiores.,DS1,80%,Solo,46,No,No,Venezolana,$900.001 - $1.200.000,Sin ahorro formal
CONV-11920,2025-12-15,Tempora iure cumque ex ipsa ex incidunt. Quas officia nesciunt labore modi.,6,rene.medina.demo1980@gmail.com,"[""error""]",Fugit optio quibusdam iusto.,DS1,60%,Cónyuge,46,No,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11921,2025-03-23,Aut aperiam numquam voluptatum voluptatibus.,6,segundo.vasquez.demo18940@gmail.com,"[""consectetur"", ""assumenda"", ""blanditiis""]",Nisi expedita possimus quo eveniet autem.,DS49,80%,Solo,58,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11922,2025-10-29,Quia nam magni explicabo temporibus molestias.,8,segundo.vasquez.demo18940@gmail.com,"[""eos""]",Explicabo laboriosam odit ad accusantium.,DS19,No registra,Cónyuge,55,Sí,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11923,2024-07-04,Velit aspernatur neque explicabo placeat quis nihil.,18,fernanda.flores.demo33802@gmail.com,"[""adipisci"", ""doloribus"", ""eius"", ""blanditiis""]",Voluptates magni reprehenderit ad deleniti tenetur.,Ninguno,80%,Otros,67,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11924,2025-01-20,Porro libero sit. Aperiam reprehenderit omnis ipsum quisquam. Dicta saepe nostrum totam.,18,ignacio.barrios.demo31500@yahoo.com,"[""accusamus"", ""natus"", ""dolore"", ""quod""]",In sunt impedit ea occaecati.,DS49,40%,Otros,32,No,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11925,2025-11-02,Delectus inventore incidunt culpa rem.,6,ignacio.barrios.demo31500@yahoo.com,"[""commodi"", ""cupiditate""]",Exercitationem corporis quisquam odit voluptate provident beatae.,DS19,40%,Cónyuge,55,Sí,Sí,Chilena,Más de $1.200.000,$500.000
CONV-11926,2026-05-12,Illo inventore dolorum doloremque pariatur eveniet facere.,8,ignacio.barrios.demo31500@yahoo.com,"[""at"", ""quos""]",Voluptatibus magni fugit.,DS49,No registra,Familia,69,No,No,Chilena,$600.001 - $900.000,$500.000
CONV-11927,2024-06-21,Accusantium necessitatibus maiores asperiores repellat quos impedit.,18,patricia.vargas.demo48905@yahoo.com,"[""ab"", ""aperiam"", ""cupiditate"", ""excepturi""]",Suscipit voluptates totam doloremque dicta.,DS1,No registra,Cónyuge,28,No,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11928,2024-11-25,Fugit doloremque deleniti facilis. Expedita iure dolorem.,24,rosa.valdes.demo14850@outlook.com,"[""id""]",Suscipit ipsa similique deserunt earum voluptatum doloremque nobis.,Ninguno,80%,Cónyuge,62,No,Sí,Chilena,$400.000 - $600.000,$500.000
CONV-11929,2026-04-01,Commodi beatae sequi rerum voluptas nesciunt eos.,17,rosa.valdes.demo14850@outlook.com,"[""temporibus"", ""tempore"", ""laborum"", ""fuga""]",Blanditiis sit dicta autem.,DS49,60%,Cónyuge,54,No,No,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-11930,2026-03-23,Nihil nobis vitae impedit quam assumenda nisi. Asperiores eos maiores.,12,maria.vidal.demo51859@gmail.com,"[""eos"", ""tempore""]",Consectetur impedit omnis saepe.,Ninguno,No registra,Solo,25,Sí,Sí,Venezolana,Más de $1.200.000,$500.000
CONV-11931,2025-03-06,Esse debitis repudiandae rem dignissimos aliquam.,12,maria.vidal.demo51859@gmail.com,"[""tenetur"", ""quos"", ""fugit"", ""ad""]",Quas commodi ad suscipit esse odio incidunt.,Ninguno,No registra,Otros,35,Sí,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11932,2025-10-19,Recusandae laudantium cupiditate.,6,pamela.lazcano.demo44423@yahoo.com,"[""suscipit""]",Nemo dolorum quam iste quis.,Pendiente evaluación,80%,Solo,52,Sí,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-11933,2026-05-17,Cumque atque provident sapiente iure mollitia ipsum reiciendis.,20,pamela.lazcano.demo44423@yahoo.com,"[""pariatur""]",Nihil iusto magni quod.,Pendiente evaluación,No registra,Familia,70,No,No,Venezolana,$400.000 - $600.000,Sin ahorro formal
CONV-11934,2024-10-10,At aut animi sed consequuntur necessitatibus.,12,hector.montecino.demo2447@hotmail.com,"[""rem"", ""quaerat"", ""quis"", ""cum""]",Quisquam officiis distinctio quod optio.,Ninguno,60%,Familia,49,No,Sí,Colombiana,$400.000 - $600.000,$1.000.000
CONV-11935,2026-03-25,Aliquam molestiae eos laudantium.,10,pedro.cardenas.demo8784@outlook.com,"[""vel"", ""adipisci"", ""dicta"", ""cumque""]",Veritatis numquam culpa tenetur corrupti tempore ullam.,DS19,No registra,Cónyuge,38,Sí,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11936,2025-10-07,Exercitationem dicta exercitationem doloremque.,6,carlos.castillo.demo42377@outlook.com,"[""voluptas""]",Est dignissimos vero magni provident libero necessitatibus.,DS19,80%,Cónyuge,46,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11937,2026-02-11,Dolor reprehenderit laboriosam delectus officia. Porro id saepe vero.,13,carlos.castillo.demo42377@outlook.com,"[""suscipit"", ""rerum"", ""eligendi"", ""eos""]",Totam officiis eaque maxime beatae quos.,DS19,80%,Cónyuge,22,Sí,Sí,Chilena,Más de $1.200.000,$500.000
CONV-11938,2025-03-06,Hic ipsam ipsum id itaque at. Ab doloremque sapiente quod perferendis dicta.,22,florencia.perez.demo18898@gmail.com,"[""ipsa"", ""ipsum"", ""asperiores""]",Fuga architecto dicta delectus.,DS19,No registra,Otros,18,No,Sí,Venezolana,$600.001 - $900.000,Sin ahorro formal
CONV-11939,2024-12-26,Error dolore itaque. Quod fugit placeat eos.,21,florencia.perez.demo18898@gmail.com,"[""doloremque"", ""voluptas""]",Maiores laudantium voluptates alias officia cumque.,Pendiente evaluación,60%,Otros,27,Sí,No,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-11940,2025-01-07,Deserunt nisi sit asperiores sint magnam.,17,angelo.cortes.demo3936@yahoo.com,"[""qui""]",Sed fugiat asperiores velit sequi voluptas sunt.,DS49,No registra,Solo,67,Sí,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11941,2024-09-29,Magnam ea et incidunt animi et.,24,angelo.cortes.demo3936@yahoo.com,"[""nam"", ""eaque""]",Ad laudantium explicabo suscipit ab veniam.,Pendiente evaluación,80%,Solo,52,Sí,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-11942,2025-07-09,Quam illo vero officiis sint officia quos.,20,angelo.cortes.demo3936@yahoo.com,"[""debitis""]",Commodi laboriosam aspernatur debitis veritatis.,DS1,40%,Solo,68,Sí,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11943,2025-03-01,Ut ad eum illo dolorum minima quaerat. Ad assumenda id.,20,tiare.castillo.demo2749@yahoo.com,"[""reiciendis"", ""maxime"", ""impedit"", ""quisquam""]",Expedita assumenda amet ea.,Ninguno,40%,Cónyuge,34,Sí,No,Venezolana,Más de $1.200.000,$2.000.000
CONV-11944,2026-05-16,Deleniti consectetur eveniet magni velit laborum. Distinctio esse tempore dicta in.,7,tiare.castillo.demo2749@yahoo.com,"[""qui"", ""laudantium"", ""error"", ""fuga""]",Autem aspernatur temporibus eligendi.,DS49,80%,Cónyuge,40,No,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11945,2024-07-19,Aspernatur accusantium perferendis voluptas ipsum perferendis nihil.,11,andy.flores.demo8463@gmail.com,"[""aliquam"", ""neque"", ""eaque"", ""nesciunt""]",Repellat minus optio esse aut.,DS49,40%,Solo,35,No,No,Chilena,Más de $1.200.000,$2.000.000
CONV-11946,2026-05-15,Itaque dignissimos hic voluptatum magnam delectus pariatur.,8,andy.flores.demo8463@gmail.com,"[""eum"", ""occaecati"", ""sequi""]",Error repellat recusandae laboriosam consequatur voluptatum exercitationem optio.,DS1,40%,Solo,58,Sí,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11947,2025-02-19,Nesciunt vero repellendus culpa quibusdam unde molestiae.,9,andy.flores.demo8463@gmail.com,"[""aperiam""]",Labore commodi asperiores possimus eveniet ipsa modi commodi.,Ninguno,No registra,Cónyuge,41,No,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11948,2025-08-20,Placeat maxime culpa laborum ducimus culpa. Sequi modi asperiores libero accusantium.,17,dylan.dominguez.demo24073@hotmail.com,"[""unde""]",Suscipit a asperiores similique.,Pendiente evaluación,60%,Solo,60,Sí,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11949,2026-04-04,Amet dolore eligendi voluptatum nemo.,10,dylan.dominguez.demo24073@hotmail.com,"[""aliquid"", ""illum"", ""reiciendis""]",Nihil similique nulla pariatur.,DS49,40%,Otros,58,Sí,No,Venezolana,Más de $1.200.000,$500.000
CONV-11950,2024-11-11,Iste aliquid itaque tempora. Aliquid odio neque alias. Pariatur unde in.,19,dylan.dominguez.demo24073@hotmail.com,"[""tempore""]",Deserunt veritatis repudiandae minima est eligendi.,DS49,80%,Otros,67,No,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11951,2025-01-05,Magnam quaerat tenetur rem.,4,maria.leiva.demo14755@yahoo.com,"[""aperiam"", ""eos"", ""ullam"", ""facilis""]",Ipsum quis debitis commodi reprehenderit corporis nesciunt.,DS19,No registra,Familia,54,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11952,2025-05-27,Suscipit amet et in rerum voluptates.,18,daniel.munoz.demo28746@gmail.com,"[""veritatis""]",Et dicta sint deserunt natus voluptatem similique odit.,DS1,40%,Cónyuge,54,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11953,2024-07-12,Odio repellendus dolor voluptas sit. Minima quam libero.,21,mario.delgado.demo28540@hotmail.com,"[""occaecati"", ""suscipit"", ""minima""]",Dolores recusandae beatae numquam veritatis.,DS49,60%,Familia,41,Sí,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11954,2024-10-29,Aliquam eius optio doloribus quam in. Maxime doloribus beatae aperiam.,14,javier.hernandez.demo24071@outlook.com,"[""esse""]",Tempora pariatur consequatur provident saepe nostrum deserunt.,Ninguno,No registra,Familia,36,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11955,2025-06-25,Inventore voluptate praesentium ut occaecati. Soluta velit iure rem omnis saepe dolores.,17,dominga.garay.demo23180@outlook.com,"[""necessitatibus"", ""tempore"", ""eaque"", ""molestiae""]",Aut quam ab.,Ninguno,60%,Otros,39,No,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11956,2024-06-30,Illum fuga inventore. Aliquam aliquid voluptates harum.,18,sabina.alvarado.demo12160@hotmail.com,"[""sit"", ""eligendi"", ""quidem"", ""voluptas""]",Quo quas est commodi iure vero.,DS1,60%,Familia,46,No,No,Chilena,Más de $1.200.000,$500.000
CONV-11957,2025-01-27,Tenetur odio iusto excepturi vel at.,7,sabina.alvarado.demo12160@hotmail.com,"[""laborum""]",Eos quia doloremque doloremque fugit quo.,Ninguno,40%,Familia,27,Sí,Sí,Venezolana,$600.001 - $900.000,$500.000
CONV-11958,2025-01-06,Quo eum magni a sit consequuntur nesciunt asperiores.,4,loreto.tapia.demo18539@hotmail.com,"[""quo"", ""occaecati""]",Id dolore reiciendis.,Pendiente evaluación,60%,Familia,33,Sí,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-11959,2025-08-07,Quia eaque aperiam laboriosam a voluptatum id voluptatem. Maxime sed blanditiis.,15,loreto.tapia.demo18539@hotmail.com,"[""dicta"", ""repellendus"", ""eius"", ""error""]",Dicta velit amet culpa corrupti possimus omnis.,Ninguno,No registra,Otros,43,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11960,2024-09-26,Iure provident vel sapiente mollitia.,12,loreto.tapia.demo18539@hotmail.com,"[""voluptatum"", ""odio"", ""esse""]",Nesciunt ex itaque tempora deleniti reiciendis.,Pendiente evaluación,60%,Solo,23,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11961,2024-10-06,Aliquid itaque iusto nam vero amet optio.,15,yeison.valenzuela.demo22693@outlook.com,"[""non""]",Cumque ipsum enim fuga quis eveniet optio sequi.,DS19,60%,Cónyuge,28,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11962,2025-03-25,Nihil quas quis tenetur eaque quas qui cum. Nemo placeat praesentium ab aut sunt ad.,5,yeison.valenzuela.demo22693@outlook.com,"[""numquam"", ""voluptatum"", ""nostrum"", ""excepturi""]",Possimus ea cupiditate fugit.,DS19,80%,Otros,58,No,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11963,2025-07-14,Fugit distinctio labore minus velit quos facilis.,24,yeison.valenzuela.demo22693@outlook.com,"[""praesentium"", ""saepe"", ""molestias"", ""eligendi""]",Nostrum adipisci nemo.,Ninguno,40%,Otros,62,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11964,2024-07-20,Asperiores facere voluptatum et exercitationem facere.,20,oscar.chavez.demo20434@outlook.com,"[""asperiores""]",Dolorum minima commodi tenetur quam porro.,DS49,80%,Familia,47,Sí,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11965,2025-02-11,Dolores laboriosam voluptate consectetur distinctio.,5,oscar.chavez.demo20434@outlook.com,"[""accusamus"", ""sed"", ""eum""]",Blanditiis ex odit.,Ninguno,No registra,Familia,68,Sí,Sí,Chilena,$600.001 - $900.000,$1.000.000
CONV-11966,2024-06-10,Architecto nobis deserunt accusantium.,15,alicia.velasquez.demo27202@yahoo.com,"[""velit"", ""accusamus"", ""ipsa"", ""ea""]",Veniam nesciunt temporibus tenetur facilis facere.,Ninguno,60%,Otros,64,No,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-11967,2025-08-30,Aliquam facilis reprehenderit eaque dolorem inventore a.,11,alicia.velasquez.demo27202@yahoo.com,"[""optio"", ""inventore"", ""molestiae"", ""blanditiis""]",Vitae ab suscipit eius illo ducimus nesciunt pariatur.,DS49,40%,Familia,38,No,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-11968,2025-09-04,Incidunt facilis debitis fuga illum.,5,alicia.velasquez.demo27202@yahoo.com,"[""error"", ""unde"", ""odit""]",Delectus error quod vero laborum vitae reprehenderit distinctio.,Ninguno,80%,Cónyuge,47,No,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-11969,2026-05-25,Ex facilis ipsum optio vel.,24,carlos.aros.demo353@outlook.com,"[""ipsa"", ""et"", ""quos"", ""labore""]",Odit impedit at sed sunt non explicabo.,DS49,80%,Solo,44,No,No,Colombiana,$600.001 - $900.000,Sin ahorro formal
CONV-11970,2025-04-21,Autem architecto magnam ex quam at.,16,carlos.aros.demo353@outlook.com,"[""omnis"", ""eveniet""]",Odit sint cupiditate velit commodi dicta.,DS49,No registra,Cónyuge,52,No,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-11971,2024-10-17,Inventore iste officiis reprehenderit aut earum at.,6,nelson.vargas.demo49125@outlook.com,"[""quasi"", ""mollitia"", ""beatae"", ""saepe""]",Libero placeat dolorem occaecati possimus aspernatur.,DS19,80%,Familia,25,Sí,Sí,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-11972,2025-10-17,Eum tempore provident odio voluptatum.,7,nelson.vargas.demo49125@outlook.com,"[""repellat"", ""dolores"", ""expedita""]",Deleniti dolore ea.,DS19,No registra,Cónyuge,37,Sí,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11973,2025-08-10,Molestiae possimus debitis architecto praesentium nisi veritatis.,22,raul.barraza.demo30476@hotmail.com,"[""impedit"", ""fugiat"", ""dolores"", ""officiis""]",Pariatur unde ipsa tenetur in omnis.,DS49,No registra,Cónyuge,69,No,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11974,2024-06-23,Perferendis quae molestiae sapiente cumque doloribus corporis.,21,carolina.silva.demo45629@yahoo.com,"[""nemo"", ""voluptas"", ""corrupti"", ""commodi""]",Nihil saepe atque enim.,DS49,No registra,Cónyuge,37,No,No,Chilena,Más de $1.200.000,$1.000.000
