TALLER_ENTRY_ID,TALLER_TITLE,FECHA_TALLER,MEMBER_EMAIL,MEMBER_SCREEN_NAME
T-1043,Jornada Comités de Vivienda - Región Metropolitana,10/09/2024,muriel.munoz.demo4938@hotmail.com,Muriel Muñoz
T-1042,Charla: Déficit Habitacional en Chile,05/02/2025,bastian.munoz.demo2557@outlook.com,Bastián Muñoz
T-1017,Taller de Educación Financiera,01/05/2024,carla.segovia.demo26122@hotmail.com,Carla Segovia
T-1001,Asamblea Informativa DS49,08/02/2023,martin.carmona.demo50717@hotmail.com,Martín Carmona
T-1035,Taller Ahorro y Subsidio Habitacional,19/04/2024,elba.guerrero.demo26793@yahoo.com,Elba Guerrero
T-1052,Taller Subsidio Sectores Medios DS.01,31/05/2024,gladys.osorio.demo50181@outlook.com,Gladys Osorio
T-1038,Taller Subsidio Sectores Medios DS.01,22/04/2023,maria.cabezas.demo8143@yahoo.com,María Cabezas
T-1029,Taller Subsidio Sectores Medios DS.01,26/05/2025,rigoberto.quiroz.demo41177@yahoo.com,Rigoberto Quiroz
T-1055,Taller de Educación Financiera,17/07/2025,jorge.lizama.demo6904@gmail.com,Jorge Lizama
T-1042,Webinar: Cómo Postular al Subsidio Habitacional,20/09/2024,esteban.rivas.demo24500@outlook.com,Esteban Rivas
T-1052,Charla: Déficit Habitacional en Chile,22/01/2025,dominga.madariaga.demo14813@yahoo.com,Dominga Madariaga
T-1045,Jornada Comités de Vivienda - Región Metropolitana,07/11/2025,florencia.torres.demo37534@hotmail.com,Florencia Torres
T-1019,Taller Ahorro y Subsidio Habitacional,07/12/2025,irene.seguel.demo30236@yahoo.com,Irene Seguel
T-1004,Taller de Educación Financiera,04/05/2026,rene.jimenez.demo34374@yahoo.com,René Jiménez
T-1038,Taller Subsidio Sectores Medios DS.01,29/03/2025,tulio.vallejos.demo17013@outlook.com,Tulio Vallejos
T-1001,Jornada Comités de Vivienda - Región Metropolitana,19/01/2024,yessica.carreno.demo48919@gmail.com,Yessica Carreño
T-1005,Webinar: Cómo Postular al Subsidio Habitacional,18/04/2026,julieta.barrios.demo42519@yahoo.com,Julieta Barrios
T-1057,Jornada Comités de Vivienda - Región Metropolitana,03/06/2025,jessica.torres.demo46276@yahoo.com,Jessica Torres
T-1027,Webinar: Cómo Postular al Subsidio Habitacional,18/04/2026,jose.nunez.demo17166@outlook.com,José Núñez
T-1045,Webinar: Cómo Postular al Subsidio Habitacional,15/09/2025,nelly.dominguez.demo9243@outlook.com,Nelly Domínguez
T-1021,Taller de Educación Financiera,27/10/2025,flora.salazar.demo39583@yahoo.com,Flora Salazar
T-1036,Taller Subsidio Sectores Medios DS.01,01/11/2024,monica.ordenes.demo18472@yahoo.com,Mónica Órdenes
T-1052,Charla: Déficit Habitacional en Chile,28/04/2025,violeta.figueroa.demo51837@outlook.com,Violeta Figueroa
T-1050,Asamblea Informativa DS49,16/01/2023,eliana.torres.demo50895@yahoo.com,Eliana Torres
T-1027,Asamblea Informativa DS49,08/07/2023,frank.medina.demo21941@outlook.com,Frank Medina
T-1029,Taller Subsidio Sectores Medios DS.01,27/02/2025,miguel.flores.demo34329@yahoo.com,Miguel Flores
T-1027,Taller de Postulación DS19 - Mayo 2026,22/04/2026,tamara.soto.demo7756@outlook.com,Tamara Soto
T-1011,Taller de Postulación DS19 - Mayo 2026,10/04/2024,edgardo.gomez.demo39842@hotmail.com,Edgardo Gómez
T-1030,Taller Ahorro y Subsidio Habitacional,03/03/2025,alison.flores.demo31602@gmail.com,Alison Flores
T-1033,Taller Subsidio Sectores Medios DS.01,26/03/2024,susana.santana.demo35666@yahoo.com,Susana Santana
T-1040,Taller Subsidio Sectores Medios DS.01,15/04/2024,jose.rojas.demo33135@gmail.com,José Rojas
T-1019,Webinar: Cómo Postular al Subsidio Habitacional,23/12/2023,carmen.saavedra.demo1883@gmail.com,Carmen Saavedra
T-1000,Webinar: Cómo Postular al Subsidio Habitacional,25/01/2025,flor.ruiz.demo43833@yahoo.com,Flor Ruiz
T-1035,Taller Ahorro y Subsidio Habitacional,23/12/2025,exequiel.mendoza.demo47502@gmail.com,Exequiel Mendoza
T-1004,Taller Subsidio Sectores Medios DS.01,10/06/2023,daisy.inostroza.demo21389@gmail.com,Daisy Inostroza
T-1023,Webinar: Cómo Postular al Subsidio Habitacional,27/05/2023,amanda.ayala.demo40817@outlook.com,Amanda Ayala
T-1027,Taller Subsidio Sectores Medios DS.01,16/10/2023,pedro.vasquez.demo26482@hotmail.com,Pedro Vásquez
T-1042,Asamblea Informativa DS49,16/05/2024,maximo.bahamonde.demo18051@yahoo.com,Máximo Bahamonde
T-1058,Taller de Educación Financiera,22/12/2024,tulio.montes.demo6974@outlook.com,Tulio Montes
T-1050,Jornada Comités de Vivienda - Región Metropolitana,20/05/2025,franco.becerra.demo13002@hotmail.com,Franco Becerra
T-1008,Taller Ahorro y Subsidio Habitacional,03/01/2023,adela.munoz.demo14266@gmail.com,Adela Muñoz
T-1043,Webinar: Cómo Postular al Subsidio Habitacional,08/05/2024,ignacia.cabrera.demo17935@outlook.com,Ignacia Cabrera
T-1032,Taller Ahorro y Subsidio Habitacional,02/03/2026,samuel.herrera.demo12111@outlook.com,Samuel Herrera
T-1055,Jornada Comités de Vivienda - Región Metropolitana,11/11/2024,hilda.ramos.demo20218@outlook.com,Hilda Ramos
T-1054,Taller Subsidio Sectores Medios DS.01,14/03/2024,macarena.navarrete.demo35368@hotmail.com,Macarena Navarrete
T-1034,Jornada Comités de Vivienda - Región Metropolitana,15/10/2024,miguel.venegas.demo50655@hotmail.com,Miguel Venegas
T-1041,Asamblea Informativa DS49,26/07/2024,luisa.soto.demo37308@yahoo.com,Luisa Soto
T-1007,Jornada Comités de Vivienda - Región Metropolitana,11/04/2025,carlos.salas.demo42356@gmail.com,Carlos Salas
T-1000,Asamblea Informativa DS49,06/05/2025,pablo.campos.demo40370@outlook.com,Pablo Campos
T-1044,Taller Subsidio Sectores Medios DS.01,29/01/2024,amaro.torres.demo14146@outlook.com,Amaro Torres
T-1042,Jornada Comités de Vivienda - Región Metropolitana,24/05/2025,jonathan.dominguez.demo10057@hotmail.com,Jonathan Domínguez
T-1027,Webinar: Cómo Postular al Subsidio Habitacional,09/07/2023,juan.rojas.demo21857@gmail.com,Juan Rojas
T-1021,Asamblea Informativa DS49,20/07/2023,juan.reyes.demo34228@yahoo.com,Juan Reyes
T-1020,Taller de Educación Financiera,11/10/2025,teresa.contreras.demo12071@outlook.com,Teresa Contreras
T-1001,Jornada Comités de Vivienda - Región Metropolitana,09/08/2025,dario.vilches.demo28229@outlook.com,Darío Vilches
T-1029,Asamblea Informativa DS49,10/02/2026,natalie.herrera.demo13281@yahoo.com,Natalie Herrera
T-1018,Charla: Déficit Habitacional en Chile,01/05/2025,josefa.montoya.demo32068@outlook.com,Josefa Montoya
T-1000,Jornada Comités de Vivienda - Región Metropolitana,09/10/2024,emilio.lara.demo51391@gmail.com,Emilio Lara
T-1013,Asamblea Informativa DS49,14/01/2024,julieta.gutierrez.demo40759@hotmail.com,Julieta Gutiérrez
T-1056,Taller de Educación Financiera,28/02/2025,luis.leiva.demo23864@yahoo.com,Luis Leiva
T-1028,Jornada Comités de Vivienda - Región Metropolitana,25/11/2024,herminio.lopez.demo37294@outlook.com,Herminio López
T-1017,Charla: Déficit Habitacional en Chile,07/05/2024,mercedes.diaz.demo16535@outlook.com,Mercedes Díaz
T-1027,Charla: Déficit Habitacional en Chile,03/07/2024,luis.tapia.demo17547@gmail.com,Luis Tapia
T-1029,Asamblea Informativa DS49,14/01/2026,maria.sepulveda.demo2899@gmail.com,María Sepúlveda
T-1034,Charla: Déficit Habitacional en Chile,10/01/2023,genesis.villa.demo17091@gmail.com,Génesis Villa
T-1003,Taller Subsidio Sectores Medios DS.01,10/03/2025,daniel.robles.demo35897@yahoo.com,Daniel Robles
T-1033,Charla: Déficit Habitacional en Chile,07/07/2024,giovanna.garrido.demo50864@hotmail.com,Giovanna Garrido
T-1006,Taller de Educación Financiera,26/06/2024,camila.zuniga.demo25751@yahoo.com,Camila Zúñiga
T-1021,Taller Ahorro y Subsidio Habitacional,12/03/2024,johana.espinoza.demo28299@outlook.com,Johana Espinoza
T-1036,Charla: Déficit Habitacional en Chile,07/03/2023,freddy.miranda.demo15735@hotmail.com,Freddy Miranda
T-1008,Jornada Comités de Vivienda - Región Metropolitana,20/05/2025,melanie.carrasco.demo12428@outlook.com,Melanie Carrasco
T-1009,Taller Subsidio Sectores Medios DS.01,19/02/2026,nancy.mendoza.demo5254@hotmail.com,Nancy Mendoza
T-1052,Jornada Comités de Vivienda - Región Metropolitana,07/02/2024,ana.bravo.demo41716@outlook.com,Ana Bravo
T-1025,Taller de Postulación DS19 - Mayo 2026,30/03/2025,octavio.vega.demo17442@outlook.com,Octavio Vega
T-1032,Jornada Comités de Vivienda - Región Metropolitana,04/12/2023,yaritza.lagos.demo29920@hotmail.com,Yaritza Lagos
T-1024,Taller Ahorro y Subsidio Habitacional,23/05/2023,gustavo.cid.demo42133@yahoo.com,Gustavo Cid
T-1016,Taller Subsidio Sectores Medios DS.01,25/05/2024,norma.berrios.demo42606@hotmail.com,Norma Berríos
T-1008,Taller de Postulación DS19 - Mayo 2026,06/02/2024,ivonne.sanchez.demo17958@yahoo.com,Ivonne Sánchez
T-1036,Webinar: Cómo Postular al Subsidio Habitacional,01/05/2024,patricia.cardenas.demo36887@hotmail.com,Patricia Cárdenas
T-1014,Webinar: Cómo Postular al Subsidio Habitacional,27/08/2025,clodomiro.ramos.demo42167@yahoo.com,Clodomiro Ramos
T-1013,Taller Ahorro y Subsidio Habitacional,20/09/2023,gonzalo.vera.demo1480@hotmail.com,Gonzalo Vera
T-1047,Webinar: Cómo Postular al Subsidio Habitacional,19/10/2025,jose.olivares.demo42869@yahoo.com,José Olivares
T-1019,Taller de Educación Financiera,07/09/2025,margarita.zamora.demo39652@yahoo.com,Margarita Zamora
T-1010,Taller Ahorro y Subsidio Habitacional,02/04/2026,oliver.fuentes.demo28913@outlook.com,Oliver Fuentes
T-1013,Taller Subsidio Sectores Medios DS.01,15/06/2025,kevin.galleguillos.demo7963@hotmail.com,Kevin Galleguillos
T-1022,Jornada Comités de Vivienda - Región Metropolitana,24/05/2026,carlos.seguel.demo43544@yahoo.com,Carlos Seguel
T-1002,Asamblea Informativa DS49,13/02/2026,leonor.guzman.demo23372@hotmail.com,Leonor Guzmán
T-1019,Asamblea Informativa DS49,17/03/2024,rosa.salazar.demo51962@yahoo.com,Rosa Salazar
T-1055,Taller Subsidio Sectores Medios DS.01,12/12/2023,johana.urrutia.demo31978@gmail.com,Johana Urrutia
T-1014,Taller de Postulación DS19 - Mayo 2026,14/08/2023,daniela.palma.demo30658@outlook.com,Daniela Palma
T-1036,Taller de Postulación DS19 - Mayo 2026,09/11/2025,said.perez.demo35501@gmail.com,Said Pérez
T-1054,Charla: Déficit Habitacional en Chile,13/03/2026,luis.carmona.demo22758@hotmail.com,Luis Carmona
T-1004,Webinar: Cómo Postular al Subsidio Habitacional,10/01/2026,maria.plaza.demo9105@gmail.com,María Plaza
T-1014,Charla: Déficit Habitacional en Chile,19/02/2025,augusto.ahumada.demo47236@yahoo.com,Augusto Ahumada
T-1029,Taller de Educación Financiera,14/08/2025,javiera.lobos.demo11865@gmail.com,Javiera Lobos
T-1036,Jornada Comités de Vivienda - Región Metropolitana,18/05/2023,cristian.arenas.demo32074@gmail.com,Cristian Arenas
T-1016,Webinar: Cómo Postular al Subsidio Habitacional,29/08/2024,jose.pacheco.demo25230@gmail.com,José Pacheco
T-1022,Taller de Postulación DS19 - Mayo 2026,25/05/2023,ignacia.pinto.demo10869@hotmail.com,Ignacia Pinto
T-1019,Jornada Comités de Vivienda - Región Metropolitana,17/12/2025,salomon.valenzuela.demo51807@outlook.com,Salomón Valenzuela
T-1046,Asamblea Informativa DS49,13/10/2025,salomon.villalobos.demo22688@gmail.com,Salomón Villalobos
T-1050,Taller de Educación Financiera,24/12/2023,sandra.navarrete.demo10710@yahoo.com,Sandra Navarrete
T-1014,Charla: Déficit Habitacional en Chile,29/09/2023,veronica.segura.demo29243@yahoo.com,Verónica Segura
T-1009,Taller Ahorro y Subsidio Habitacional,01/02/2026,paula.reyes.demo3879@outlook.com,Paula Reyes
T-1005,Jornada Comités de Vivienda - Región Metropolitana,10/03/2026,jose.norambuena.demo8543@outlook.com,José Norambuena
T-1040,Webinar: Cómo Postular al Subsidio Habitacional,08/04/2026,sebastian.gonzalez.demo38573@yahoo.com,Sebastián González
T-1002,Taller de Postulación DS19 - Mayo 2026,22/05/2025,silvia.barriga.demo43975@hotmail.com,Silvia Barriga
T-1045,Jornada Comités de Vivienda - Región Metropolitana,09/06/2024,simon.jimenez.demo4267@yahoo.com,Simón Jiménez
T-1021,Taller de Educación Financiera,25/01/2024,hugo.rojas.demo27286@outlook.com,Hugo Rojas
T-1040,Taller de Postulación DS19 - Mayo 2026,23/03/2024,clodomiro.fuentes.demo50893@outlook.com,Clodomiro Fuentes
T-1008,Taller Ahorro y Subsidio Habitacional,30/01/2024,jaime.soto.demo18523@gmail.com,Jaime Soto
T-1054,Taller Ahorro y Subsidio Habitacional,25/07/2025,leandro.plaza.demo6095@hotmail.com,Leandro Plaza
T-1058,Webinar: Cómo Postular al Subsidio Habitacional,15/12/2025,pamela.cordova.demo30121@gmail.com,Pamela Córdova
T-1024,Webinar: Cómo Postular al Subsidio Habitacional,31/07/2024,maria.espinoza.demo42662@yahoo.com,María Espinoza
T-1024,Taller de Postulación DS19 - Mayo 2026,11/02/2025,noemi.farias.demo22263@gmail.com,Noemí Farías
T-1049,Taller Ahorro y Subsidio Habitacional,06/10/2025,alicia.salazar.demo17371@outlook.com,Alicia Salazar
T-1022,Taller de Postulación DS19 - Mayo 2026,10/10/2023,ricardo.oyarzun.demo48213@hotmail.com,Ricardo Oyarzún
T-1042,Taller de Postulación DS19 - Mayo 2026,11/01/2026,barbara.reyes.demo24915@gmail.com,Bárbara Reyes
T-1017,Charla: Déficit Habitacional en Chile,16/03/2023,roberto.briones.demo2891@gmail.com,Roberto Briones
T-1055,Taller Subsidio Sectores Medios DS.01,14/01/2023,jimena.herrera.demo40310@gmail.com,Jimena Herrera
T-1048,Charla: Déficit Habitacional en Chile,16/09/2024,javier.sepulveda.demo28698@yahoo.com,Javier Sepúlveda
T-1034,Jornada Comités de Vivienda - Región Metropolitana,15/12/2024,alexia.pincheira.demo50975@yahoo.com,Alexia Pincheira
T-1043,Taller de Educación Financiera,15/02/2024,emilio.molina.demo13812@hotmail.com,Emilio Molina
T-1041,Taller Subsidio Sectores Medios DS.01,04/02/2024,ramon.carreno.demo19246@gmail.com,Ramón Carreño
T-1034,Jornada Comités de Vivienda - Región Metropolitana,01/07/2024,viviana.acevedo.demo22258@gmail.com,Viviana Acevedo
T-1022,Taller Subsidio Sectores Medios DS.01,27/02/2026,viviana.cabrera.demo3287@gmail.com,Viviana Cabrera
T-1053,Jornada Comités de Vivienda - Región Metropolitana,25/01/2025,catalina.garcia.demo45215@yahoo.com,Catalina García
T-1034,Taller de Postulación DS19 - Mayo 2026,13/09/2025,ignacio.pino.demo21592@yahoo.com,Ignacio Pino
T-1056,Jornada Comités de Vivienda - Región Metropolitana,11/03/2024,angela.herrera.demo34281@outlook.com,Ángela Herrera
T-1053,Taller Ahorro y Subsidio Habitacional,08/04/2026,valeria.gonzalez.demo18945@yahoo.com,Valeria González
T-1006,Webinar: Cómo Postular al Subsidio Habitacional,01/04/2026,florencia.tapia.demo31870@yahoo.com,Florencia Tapia
T-1054,Taller Ahorro y Subsidio Habitacional,31/01/2025,jose.diaz.demo18973@gmail.com,José Díaz
T-1049,Charla: Déficit Habitacional en Chile,19/07/2024,luis.roman.demo16421@hotmail.com,Luis Román
T-1043,Taller de Educación Financiera,22/12/2023,alvaro.delgado.demo35802@hotmail.com,Álvaro Delgado
T-1056,Asamblea Informativa DS49,10/01/2023,rafaela.torres.demo6906@hotmail.com,Rafaela Torres
T-1027,Taller Ahorro y Subsidio Habitacional,11/11/2023,anyelo.diaz.demo47600@outlook.com,Anyelo Díaz
T-1054,Jornada Comités de Vivienda - Región Metropolitana,09/08/2025,eliana.rojas.demo25532@gmail.com,Eliana Rojas
T-1044,Webinar: Cómo Postular al Subsidio Habitacional,24/04/2026,myriam.vera.demo31616@hotmail.com,Myriam Vera
T-1010,Asamblea Informativa DS49,15/03/2025,andrea.contreras.demo45525@gmail.com,Andrea Contreras
T-1055,Asamblea Informativa DS49,20/12/2024,sara.salas.demo46297@outlook.com,Sara Salas
T-1022,Webinar: Cómo Postular al Subsidio Habitacional,18/02/2026,johanna.toledo.demo14479@outlook.com,Johanna Toledo
T-1005,Taller Ahorro y Subsidio Habitacional,18/01/2024,simon.cabezas.demo25966@yahoo.com,Simón Cabezas
T-1004,Webinar: Cómo Postular al Subsidio Habitacional,19/10/2024,yaritza.vidal.demo7735@outlook.com,Yaritza Vidal
T-1053,Taller Subsidio Sectores Medios DS.01,23/03/2025,freddy.echeverria.demo44126@outlook.com,Freddy Echeverría
T-1005,Taller Subsidio Sectores Medios DS.01,15/11/2024,maria.mella.demo50444@gmail.com,María Mella
T-1033,Jornada Comités de Vivienda - Región Metropolitana,24/06/2025,renato.montecinos.demo46894@yahoo.com,Renato Montecinos
T-1049,Jornada Comités de Vivienda - Región Metropolitana,25/03/2024,francisco.montecinos.demo41054@outlook.com,Francisco Montecinos
T-1046,Taller Ahorro y Subsidio Habitacional,04/02/2025,cecilia.farias.demo43704@outlook.com,Cecilia Farías
T-1007,Taller Ahorro y Subsidio Habitacional,03/02/2025,joaquin.vargas.demo30952@hotmail.com,Joaquín Vargas
T-1020,Taller Ahorro y Subsidio Habitacional,17/12/2023,alvaro.rivera.demo13952@gmail.com,Álvaro Rivera
T-1045,Taller de Postulación DS19 - Mayo 2026,27/03/2026,javier.venegas.demo46036@outlook.com,Javier Venegas
T-1038,Webinar: Cómo Postular al Subsidio Habitacional,21/02/2024,olga.guzman.demo47573@gmail.com,Olga Guzmán
T-1000,Jornada Comités de Vivienda - Región Metropolitana,28/05/2026,pablo.guerrero.demo26691@hotmail.com,Pablo Guerrero
T-1005,Jornada Comités de Vivienda - Región Metropolitana,19/03/2026,osvaldo.gonzalez.demo35369@gmail.com,Osvaldo González
T-1028,Asamblea Informativa DS49,26/01/2024,filomena.sepulveda.demo26043@yahoo.com,Filomena Sepúlveda
T-1000,Webinar: Cómo Postular al Subsidio Habitacional,16/04/2026,mariana.toledo.demo48991@hotmail.com,Mariana Toledo
T-1054,Asamblea Informativa DS49,24/01/2024,olivia.arias.demo4719@yahoo.com,Olivia Arias
T-1011,Taller de Educación Financiera,18/12/2025,rene.diaz.demo5296@hotmail.com,René Díaz
T-1027,Asamblea Informativa DS49,04/04/2025,adriana.carmona.demo15475@hotmail.com,Adriana Carmona
T-1040,Asamblea Informativa DS49,30/06/2025,marco.sepulveda.demo30919@gmail.com,Marco Sepúlveda
T-1024,Taller Subsidio Sectores Medios DS.01,01/08/2025,rigoberto.silva.demo18682@hotmail.com,Rigoberto Silva
T-1057,Charla: Déficit Habitacional en Chile,16/05/2024,lucas.san martin.demo219@outlook.com,Lucas San Martín
T-1018,Asamblea Informativa DS49,30/08/2023,walter.campos.demo15225@gmail.com,Walter Campos
T-1020,Taller de Educación Financiera,12/08/2024,katherine.torres.demo40104@yahoo.com,Katherine Torres
T-1019,Asamblea Informativa DS49,05/05/2026,max.mella.demo49720@outlook.com,Max Mella
T-1032,Taller Subsidio Sectores Medios DS.01,08/02/2023,virginia.sepulveda.demo51234@yahoo.com,Virginia Sepúlveda
T-1036,Webinar: Cómo Postular al Subsidio Habitacional,15/11/2025,angelo.bravo.demo32776@hotmail.com,Angelo Bravo
T-1000,Taller de Educación Financiera,09/05/2025,gladys.osorio.demo39577@yahoo.com,Gladys Osorio
T-1017,Taller de Postulación DS19 - Mayo 2026,24/10/2023,maribel.vega.demo38993@outlook.com,Maribel Vega
T-1030,Taller de Educación Financiera,19/10/2023,isidora.sobarzo.demo3386@gmail.com,Isidora Sobarzo
T-1012,Charla: Déficit Habitacional en Chile,23/06/2025,pablo.cortes.demo5978@yahoo.com,Pablo Cortés
T-1014,Taller Subsidio Sectores Medios DS.01,17/09/2025,javiera.fuentes.demo4409@yahoo.com,Javiera Fuentes
T-1004,Webinar: Cómo Postular al Subsidio Habitacional,18/07/2023,jose.ruiz.demo22982@hotmail.com,José Ruiz
T-1036,Asamblea Informativa DS49,24/05/2024,aracely.salazar.demo1274@yahoo.com,Aracely Salazar
T-1013,Webinar: Cómo Postular al Subsidio Habitacional,28/05/2024,cesar.cifuentes.demo28354@outlook.com,César Cifuentes
T-1010,Asamblea Informativa DS49,28/08/2024,carol.gonzalez.demo15031@gmail.com,Carol González
T-1009,Asamblea Informativa DS49,02/07/2024,elizabeth.sandoval.demo20173@yahoo.com,Elizabeth Sandoval
T-1027,Taller Ahorro y Subsidio Habitacional,22/10/2023,ricardo.soto.demo50008@yahoo.com,Ricardo Soto
T-1030,Asamblea Informativa DS49,02/04/2026,paula.canales.demo39905@outlook.com,Paula Canales
T-1011,Taller de Postulación DS19 - Mayo 2026,16/04/2025,danilo.flores.demo10046@outlook.com,Danilo Flores
T-1021,Charla: Déficit Habitacional en Chile,05/07/2024,sara.contreras.demo2474@outlook.com,Sara Contreras
T-1018,Taller de Educación Financiera,26/03/2023,katherine.almonacid.demo15871@gmail.com,Katherine Almonacid
T-1041,Taller de Postulación DS19 - Mayo 2026,24/04/2026,cristian.ortega.demo13574@hotmail.com,Cristian Ortega
T-1046,Taller Subsidio Sectores Medios DS.01,04/09/2023,constanza.gallardo.demo18013@hotmail.com,Constanza Gallardo
T-1052,Taller Subsidio Sectores Medios DS.01,04/01/2026,veronica.munoz.demo48658@gmail.com,Verónica Muñoz
T-1047,Asamblea Informativa DS49,10/04/2023,erik.lopez.demo33659@outlook.com,Erik López
T-1021,Jornada Comités de Vivienda - Región Metropolitana,09/08/2024,alexia.diaz.demo20896@yahoo.com,Alexia Díaz
T-1024,Webinar: Cómo Postular al Subsidio Habitacional,31/03/2024,julieta.gomez.demo33582@outlook.com,Julieta Gómez
T-1037,Charla: Déficit Habitacional en Chile,03/03/2026,luis.cortez.demo43774@yahoo.com,Luis Cortez
T-1007,Asamblea Informativa DS49,20/01/2024,patricio.poblete.demo13319@yahoo.com,Patricio Poblete
T-1008,Charla: Déficit Habitacional en Chile,12/07/2024,jorge.solis.demo34667@hotmail.com,Jorge Solís
T-1041,Taller Subsidio Sectores Medios DS.01,06/02/2026,gloria.iturra.demo37062@yahoo.com,Gloria Iturra
T-1058,Taller de Postulación DS19 - Mayo 2026,13/03/2024,silvia.ramos.demo24335@gmail.com,Silvia Ramos
T-1021,Taller Ahorro y Subsidio Habitacional,03/04/2026,german.lizana.demo8904@gmail.com,Germán Lizana
T-1037,Charla: Déficit Habitacional en Chile,28/02/2023,graciela.moreno.demo15138@outlook.com,Graciela Moreno
T-1059,Webinar: Cómo Postular al Subsidio Habitacional,20/01/2023,liliana.baez.demo4156@gmail.com,Liliana Baez
T-1046,Jornada Comités de Vivienda - Región Metropolitana,31/01/2023,doris.mejias.demo1982@yahoo.com,Doris Mejías
T-1043,Taller Ahorro y Subsidio Habitacional,30/03/2025,cinthya.quiroz.demo16619@hotmail.com,Cinthya Quiroz
T-1035,Webinar: Cómo Postular al Subsidio Habitacional,01/09/2023,catalina.bobadilla.demo10337@hotmail.com,Catalina Bobadilla
T-1049,Taller Subsidio Sectores Medios DS.01,06/04/2026,lukas.campos.demo36441@yahoo.com,Lukas Campos
T-1032,Jornada Comités de Vivienda - Región Metropolitana,20/04/2025,lucia.ramos.demo3979@hotmail.com,Lucía Ramos
T-1005,Taller de Educación Financiera,19/08/2025,valentina.vejar.demo6210@yahoo.com,Valentina Vejar
T-1046,Taller de Educación Financiera,14/06/2023,paz.barrientos.demo26002@gmail.com,Paz Barrientos
T-1017,Taller Ahorro y Subsidio Habitacional,28/09/2023,maximiliano.escobar.demo9356@outlook.com,Maximiliano Escobar
T-1058,Asamblea Informativa DS49,02/05/2026,alexis.bustamante.demo32082@outlook.com,Alexis Bustamante
T-1054,Taller Ahorro y Subsidio Habitacional,07/12/2025,victoria.aguilar.demo34885@yahoo.com,Victoria Aguilar
T-1052,Taller Ahorro y Subsidio Habitacional,09/09/2025,mercedes.arce.demo51926@outlook.com,Mercedes Arce
T-1058,Webinar: Cómo Postular al Subsidio Habitacional,24/03/2025,raul.troncoso.demo12970@gmail.com,Raúl Troncoso
T-1005,Taller Subsidio Sectores Medios DS.01,15/11/2023,patricia.morales.demo5291@hotmail.com,Patricia Morales
T-1002,Asamblea Informativa DS49,09/04/2023,maria.valenzuela.demo3255@gmail.com,María Valenzuela
T-1058,Taller de Educación Financiera,31/12/2024,maria.bernal.demo43927@yahoo.com,María Bernal
T-1015,Webinar: Cómo Postular al Subsidio Habitacional,29/01/2026,isolina.torres.demo45037@outlook.com,Isolina Torres
T-1037,Taller Subsidio Sectores Medios DS.01,01/12/2025,francisca.vilches.demo14518@gmail.com,Francisca Vilches
T-1055,Taller de Postulación DS19 - Mayo 2026,26/02/2025,ximena.olivares.demo3310@gmail.com,Ximena Olivares
T-1019,Taller de Postulación DS19 - Mayo 2026,20/05/2026,monica.astudillo.demo9096@outlook.com,Mónica Astudillo
T-1058,Taller de Educación Financiera,13/04/2023,maria.molina.demo25553@gmail.com,María Molina
T-1059,Asamblea Informativa DS49,13/04/2024,violeta.torres.demo41542@gmail.com,Violeta Torres
T-1037,Taller de Postulación DS19 - Mayo 2026,22/01/2024,marcelina.soto.demo16943@gmail.com,Marcelina Soto
T-1005,Jornada Comités de Vivienda - Región Metropolitana,01/11/2025,carlos.carmona.demo34189@gmail.com,Carlos Carmona
T-1027,Charla: Déficit Habitacional en Chile,19/01/2023,luis.perez.demo6470@yahoo.com,Luis Pérez
T-1014,Taller de Educación Financiera,27/01/2026,alvaro.berrios.demo13569@yahoo.com,Álvaro Berríos
T-1056,Jornada Comités de Vivienda - Región Metropolitana,27/02/2026,john.vidal.demo48936@yahoo.com,John Vidal
T-1006,Asamblea Informativa DS49,08/05/2025,emma.gatica.demo23749@gmail.com,Emma Gatica
T-1045,Taller de Educación Financiera,30/01/2023,antonia.arias.demo29074@hotmail.com,Antonia Arias
T-1052,Charla: Déficit Habitacional en Chile,12/11/2025,camila.urzua.demo7767@outlook.com,Camila Urzúa
T-1046,Jornada Comités de Vivienda - Región Metropolitana,07/12/2023,gabriel.retamal.demo30090@outlook.com,Gabriel Retamal
T-1037,Asamblea Informativa DS49,09/02/2026,milan.moya.demo27695@outlook.com,Milán Moya
T-1044,Asamblea Informativa DS49,10/12/2024,claudio.fuentes.demo4948@hotmail.com,Claudio Fuentes
T-1030,Taller de Postulación DS19 - Mayo 2026,17/02/2024,roger.letelier.demo44057@outlook.com,Roger Letelier
T-1039,Webinar: Cómo Postular al Subsidio Habitacional,30/04/2023,raul.escalona.demo29037@hotmail.com,Raúl Escalona
T-1034,Taller Ahorro y Subsidio Habitacional,13/11/2024,manuel.munoz.demo38961@outlook.com,Manuel Muñoz
T-1032,Taller Ahorro y Subsidio Habitacional,14/04/2025,barbara.sepulveda.demo39682@yahoo.com,Barbara Sepúlveda
T-1040,Jornada Comités de Vivienda - Región Metropolitana,02/04/2023,esteban.santibanez.demo38631@outlook.com,Esteban Santibáñez
T-1048,Taller Subsidio Sectores Medios DS.01,20/06/2025,luis.lopez.demo31850@hotmail.com,Luis López
T-1050,Taller de Educación Financiera,19/09/2023,lidia.romero.demo28033@yahoo.com,Lidia Romero
T-1046,Charla: Déficit Habitacional en Chile,21/08/2024,matias.neira.demo51284@outlook.com,Matías Neira
